Latitude,Longitude,Name,State,Country
24.0,74.0,Salumbar Tehsil,Rajasthan,IN
24.0,74.5,Dhariawad Tehsil,Rajasthan,IN
24.0,74.25,Salumbar Tehsil,Rajasthan,IN
24.0,75.0,Daloda Tahsil,Madhya Pradesh,IN
24.0,75.25,Mandsaur Tahsil,Madhya Pradesh,IN
24.0,74.75,Pratapgarh Tehsil,Rajasthan,IN
24.0,75.75,Suwasra Tahsil,Madhya Pradesh,IN
24.0,75.5,Gangdhar Tehsil,Rajasthan,IN
24.0,76.0,Susner Tahsil,Madhya Pradesh,IN
24.0,76.25,Susner Tahsil,Madhya Pradesh,IN
24.0,76.75,Rajgarh Tahsil,Madhya Pradesh,IN
24.0,76.5,Khilchipur Tahsil,Madhya Pradesh,IN
24.0,77.0,Biaora Tahsil,Madhya Pradesh,IN
24.0,77.25,Maksoodangarh Tahsil,Madhya Pradesh,IN
24.0,77.5,Lateri Tahsil,Madhya Pradesh,IN
24.0,77.75,Nateran Tahsil,Madhya Pradesh,IN
24.0,78.25,Pathardi Tahsil,Madhya Pradesh,IN
24.0,78.0,Kurwai Tahsil,Madhya Pradesh,IN
24.0,78.5,Malthon Tahsil,Madhya Pradesh,IN
24.0,78.75,Banda Tahsil,Madhya Pradesh,IN
24.0,79.25,Patharia Tahsil,Madhya Pradesh,IN
24.0,79.0,Banda Tahsil,Madhya Pradesh,IN
24.0,79.5,Patera Tahsil,Madhya Pradesh,IN
24.0,81.0,Manpur Tahsil,Madhya Pradesh,IN
24.0,81.25,Shahdol,Madhya Pradesh,IN
24.0,80.5,Vijayraghavgarh Tahsil,Madhya Pradesh,IN
24.0,80.25,Shahnagar Tahsil,Madhya Pradesh,IN
24.0,80.75,Vijayraghavgarh Tahsil,Madhya Pradesh,IN
24.0,79.75,Patera Tahsil,Madhya Pradesh,IN
24.0,80.0,Raipura Tahsil,Madhya Pradesh,IN
24.0,81.75,Kusmi Tahsil,Madhya Pradesh,IN
24.0,81.5,Shahdol,Madhya Pradesh,IN
24.0,82.75,Singrauli Tahsil,Madhya Pradesh,IN
24.0,82.0,Kusmi Tahsil,Madhya Pradesh,IN
24.0,83.75,Ranka Kalan,Jharkhand,IN
24.0,82.25,Singrauli Tahsil,Madhya Pradesh,IN
24.0,82.5,Singrauli Tahsil,Madhya Pradesh,IN
24.0,84.25,Nilambar-Pitambarpur(Lesliganj),Jharkhand,IN
24.0,83.25,Ramanujganj Tahsil,Chhattisgarh,IN
24.0,84.5,Panki,Jharkhand,IN
24.0,84.0,Chainpur,Jharkhand,IN
24.0,84.75,Bariyatu,Jharkhand,IN
24.0,83.5,Ramanujganj Tahsil,Chhattisgarh,IN
24.0,85.25,Katamdag,Jharkhand,IN
24.0,85.0,Tandwa,Jharkhand,IN
24.0,85.5,Daru,Jharkhand,IN
24.0,85.75,Bishungarh,Jharkhand,IN
24.0,86.0,Dumri,Jharkhand,IN
24.0,86.25,Pirtanr,Jharkhand,IN
24.0,86.75,Jamtara,Jharkhand,IN
24.0,87.0,Fatehpur,Jharkhand,IN
24.0,87.25,Rajnagar,West Bengal,IN
24.0,86.5,Narayanpur,Jharkhand,IN
24.0,87.5,Mohammad Bazar,West Bengal,IN
24.0,87.75,Mayureswar - II,West Bengal,IN
24.0,88.25,Beldanga - I,West Bengal,IN
24.0,88.0,Khargram,West Bengal,IN
24.0,88.5,Domkal,West Bengal,IN
24.0,91.25,Brahmanbaria,Chattogram Division,BD
24.0,91.75,Tulashikhar,Tripura,IN
24.0,91.5,Padmabil,Tripura,IN
24.0,92.0,Manu,Tripura,IN
24.0,92.25,Jampuii Hills,Tripura,IN
24.0,92.5,Zawlnuam,Mizoram,IN
24.0,92.75,'N' Thingdawl,Mizoram,IN
24.0,93.0,Phullen,Mizoram,IN
24.0,93.25,Ngopa,Mizoram,IN
24.0,93.75,Tonzang Township,Chin,MM
24.0,94.0,Chakpikarong,Manipur,IN
24.25,68.75,Jati,Sindh,PK
24.25,69.0,Badīn District,Sindh,PK
24.0,83.0,Dudhi,Uttar Pradesh,IN
24.25,69.75,Diplo,Sindh,PK
24.25,69.5,Kachchh,Gujarat,IN
24.25,70.75,Nagar Parkar,Sindh,PK
24.25,69.25,Kachchh,Gujarat,IN
24.25,70.0,Diplo,Sindh,PK
24.25,70.5,Kachchh,Gujarat,IN
24.25,70.25,Kachchh,Gujarat,IN
24.25,71.0,Kachchh,Gujarat,IN
24.25,71.25,Kachchh,Gujarat,IN
24.25,72.25,Deesa,Gujarat,IN
24.25,72.75,Amirgadh Taluka,Gujarat,IN
24.25,71.5,Vav Taluka,Gujarat,IN
24.25,73.0,Danta Taluka,Gujarat,IN
24.25,72.0,Deesa Taluka,Gujarat,IN
24.25,74.0,Salumbar Tehsil,Rajasthan,IN
24.25,71.75,Deodar Taluka,Gujarat,IN
24.25,72.5,Palanpur Taluka,Gujarat,IN
24.25,73.75,Sarada Tehsil,Rajasthan,IN
24.25,73.25,Kotra Tehsil,Rajasthan,IN
24.25,74.5,Pratapgarh Tehsil,Rajasthan,IN
24.25,73.5,Jhadol Tehsil,Rajasthan,IN
24.25,74.25,Lasadiya Tehsil,Rajasthan,IN
24.25,75.0,Malhargarh Tahsil,Madhya Pradesh,IN
24.25,74.75,Jiran Tehsil,Madhya Pradesh,IN
24.25,75.25,Malhargarh Tahsil,Madhya Pradesh,IN
24.25,75.5,Shamgarh Tahsil,Madhya Pradesh,IN
24.25,75.75,Garoth Tahsil,Madhya Pradesh,IN
24.25,76.0,Sunel Tehsil,Rajasthan,IN
24.25,77.0,Chachaura Tahsil,Madhya Pradesh,IN
24.25,76.75,Manoharthana Tehsil,Rajasthan,IN
24.25,76.25,Bakani Tehsil,Rajasthan,IN
24.25,76.5,Aklera Tehsil,Rajasthan,IN
24.25,77.25,Maksoodangarh Tahsil,Madhya Pradesh,IN
24.25,77.5,Sironj Tahsil,Madhya Pradesh,IN
24.25,77.75,Sironj Tahsil,Madhya Pradesh,IN
24.25,78.0,Mungaoli Tahsil,Madhya Pradesh,IN
24.25,78.25,Bina Tahsil,Madhya Pradesh,IN
24.25,78.5,Malthon Tahsil,Madhya Pradesh,IN
24.25,78.75,Mahroni Tehsil,Uttar Pradesh,IN
24.25,79.0,Shahgarh Tahsil,Madhya Pradesh,IN
24.25,79.5,Batiyagarh Tahsil,Madhya Pradesh,IN
24.25,79.25,Buxwaha Tahsil,Madhya Pradesh,IN
24.25,79.75,Hatta Tahsil,Madhya Pradesh,IN
24.25,80.0,Pawai Tahsil,Madhya Pradesh,IN
24.25,80.25,Pawai Tahsil,Madhya Pradesh,IN
24.25,80.5,Pawai Tahsil,Madhya Pradesh,IN
24.25,80.75,Maihar Tahsil,Madhya Pradesh,IN
24.25,81.0,Amarpatan Tahsil,Madhya Pradesh,IN
24.25,81.25,Ramnagar Tahsil,Madhya Pradesh,IN
24.25,82.0,Gopadbanas Tahsil,Madhya Pradesh,IN
24.25,81.5,Rampur Naikin Tahsil,Madhya Pradesh,IN
24.25,81.75,Gopadbanas Tahsil,Madhya Pradesh,IN
24.25,82.25,Deosar Tahsil,Madhya Pradesh,IN
24.25,82.5,Chitrangi Tahsil,Madhya Pradesh,IN
24.25,82.75,Chitrangi Tahsil,Madhya Pradesh,IN
24.25,83.0,Dudhi,Uttar Pradesh,IN
24.25,83.5,Nagaruntari,Jharkhand,IN
24.25,83.25,Dudhi,Uttar Pradesh,IN
24.25,83.75,Majhiaon,Jharkhand,IN
24.25,84.0,Nawa Bazar,Jharkhand,IN
24.25,86.25,Giridih,Jharkhand,IN
24.25,84.75,Kunda,Jharkhand,IN
24.25,86.5,Gande,Jharkhand,IN
24.25,85.25,Mayur Hand,Jharkhand,IN
24.25,84.5,Pratappur,Jharkhand,IN
24.25,87.25,Dumka,Jharkhand,IN
24.25,85.75,Chalkusa,Jharkhand,IN
24.25,85.0,Kanha Chatti,Jharkhand,IN
24.25,84.25,Chhatarpur,Jharkhand,IN
24.25,86.75,Sarath,Jharkhand,IN
24.25,85.5,Barhi,Jharkhand,IN
24.25,86.0,Birni,Jharkhand,IN
24.25,87.0,Palojori,Jharkhand,IN
24.25,87.75,Rampurhat - I,West Bengal,IN
24.25,87.5,Shikaripara,Jharkhand,IN
24.25,88.0,Nalhati - II,West Bengal,IN
24.25,88.5,Raninagar - II,West Bengal,IN
24.25,88.25,Jiaganj Azimganj,West Bengal,IN
24.25,91.75,Kamalganj Upazila,Sylhet Division,BD
24.5,69.5,Diplo,Sindh,PK
24.25,91.25,Lakhai Upazila,Sylhet Division,BD
24.25,91.5,Chunarughat Upazila,Sylhet Division,BD
24.5,70.5,Islamkot,Sindh,PK
24.25,92.0,Chandipur,Tripura,IN
24.25,92.25,Patharkandi,Assam,IN
24.25,92.5,Katlichara,Assam,IN
24.5,71.5,Vav Taluka,Gujarat,IN
24.5,72.5,Reodar Tehsil,Rajasthan,IN
24.25,92.75,'N' Thingdawl,Mizoram,IN
24.25,93.0,Darlawn,Mizoram,IN
24.25,93.25,Thanlon,Manipur,IN
24.25,93.5,Henglep,Manipur,IN
24.5,73.5,Jhadol Tehsil,Rajasthan,IN
24.25,94.25,Tengnoupal,Manipur,IN
24.25,93.75,Churachandpur,Manipur,IN
24.5,69.25,Diplo,Sindh,PK
24.5,68.75,Badīn District,Sindh,PK
24.25,94.0,Chandel,Manipur,IN
24.5,74.5,Bari Sadri Tehsil,Rajasthan,IN
24.5,75.5,Rampura Tehsil,Madhya Pradesh,IN
24.5,76.5,Khanpur Tehsil,Rajasthan,IN
24.5,70.25,Islamkot,Sindh,PK
24.5,77.5,Ashoknagar Tahsil,Madhya Pradesh,IN
24.5,70.0,Islamkot,Sindh,PK
24.5,78.5,Lalitpur Tehsil,Uttar Pradesh,IN
24.5,70.75,Nagar Parkar,Sindh,PK
24.5,71.0,Nagar Parkar,Sindh,PK
24.5,79.5,Bijawar Tahsil,Madhya Pradesh,IN
24.5,71.75,Tharad Taluka,Gujarat,IN
24.5,71.25,Kachchh,Gujarat,IN
24.5,72.0,Dhanera Taluka,Gujarat,IN
24.5,72.25,Dhanera Taluka,Gujarat,IN
24.5,80.5,Nagod Tahsil,Madhya Pradesh,IN
24.5,72.75,Abu Road Tehsil,Rajasthan,IN
24.5,73.25,Kotra Tehsil,Rajasthan,IN
24.5,73.0,Abu Road Tehsil,Rajasthan,IN
24.5,81.5,Gurh Tahsil,Madhya Pradesh,IN
24.5,74.0,Girwa Tehsil,Rajasthan,IN
24.5,73.75,Udaipur,Rajasthan,IN
24.5,76.25,Asnawar Tehsil,Rajasthan,IN
24.5,74.25,Dungla Tehsil,Rajasthan,IN
24.5,76.75,Chhipabarod Tehsil,Rajasthan,IN
24.5,74.75,Neemuch Tehsil,Madhya Pradesh,IN
24.5,75.75,Bhanpura Tahsil,Madhya Pradesh,IN
24.5,75.25,Manasa Tehsil,Madhya Pradesh,IN
24.5,75.0,Neemuch Tehsil,Madhya Pradesh,IN
24.5,76.0,Pachpahar Tehsil,Rajasthan,IN
24.5,77.25,Raghogarh Tahsil,Madhya Pradesh,IN
24.5,77.0,Chhabra Tehsil,Rajasthan,IN
24.5,82.5,Chitrangi Tahsil,Madhya Pradesh,IN
24.5,83.5,Ketar,Jharkhand,IN
24.5,78.0,Mungaoli Tahsil,Madhya Pradesh,IN
24.5,77.75,Ashoknagar Tahsil,Madhya Pradesh,IN
24.5,78.25,Lalitpur Tehsil,Uttar Pradesh,IN
24.5,78.75,Mahroni Tehsil,Uttar Pradesh,IN
24.5,84.5,Dumaria,Bihar,IN
24.5,79.0,Tikamgarh Tahsil,Madhya Pradesh,IN
24.0,93.5,Singngat,Manipur,IN
24.5,79.25,Bada Malhera Tahsil,Madhya Pradesh,IN
24.5,79.75,Bijawar Tahsil,Madhya Pradesh,IN
24.5,85.5,Koderma,Jharkhand,IN
24.5,80.0,Amanganj Tahsil,Madhya Pradesh,IN
24.5,80.25,Gunnor Tahsil,Madhya Pradesh,IN
24.5,86.5,Chakai,Bihar,IN
24.5,80.75,Unchahara Tahsil,Madhya Pradesh,IN
24.5,81.0,Rampur Baghelan Tahsil,Madhya Pradesh,IN
24.5,81.25,Rewa,Madhya Pradesh,IN
24.5,81.75,Mauganj Tahsil,Madhya Pradesh,IN
24.5,87.5,Gopikandar,Jharkhand,IN
24.5,82.0,Sihawal Tahsil,Madhya Pradesh,IN
24.5,82.25,Bahari Tahsil,Madhya Pradesh,IN
24.5,82.75,Robertsganj,Uttar Pradesh,IN
24.5,88.5,Godagari Upazila,Rajshahi Division,BD
24.5,83.0,Robertsganj,Uttar Pradesh,IN
24.5,83.75,Bhawnathpur,Jharkhand,IN
24.5,92.5,Ramkrishna Nagar,Assam,IN
24.5,83.25,Robertsganj,Uttar Pradesh,IN
24.5,93.5,Henglep,Manipur,IN
24.5,84.0,Hussainabad,Jharkhand,IN
24.5,84.25,Hariharganj,Jharkhand,IN
24.5,84.75,Banke Bazar,Bihar,IN
24.5,85.0,Barachatti,Bihar,IN
24.5,85.25,Fatehpur,Bihar,IN
24.5,86.25,Deori,Jharkhand,IN
24.5,85.75,Domchanch,Jharkhand,IN
24.5,86.0,Deori,Jharkhand,IN
24.5,86.75,Mohanpur,Jharkhand,IN
24.5,87.25,Ramgarh,Jharkhand,IN
24.5,87.0,Saraiyahat,Jharkhand,IN
24.5,87.75,Maheshpur,Jharkhand,IN
24.5,88.0,Suti - I,West Bengal,IN
24.5,88.25,চাঁপাইনবাবগঞ্জ উপশহর Chapainawabganj Sub-City,Rajshahi Division,BD
24.5,92.0,Kulaura Upazila,Sylhet Division,BD
24.5,91.75,Moulvibazar,Sylhet Division,BD
24.5,93.0,Sonai,Assam,IN
24.5,92.75,Katlichara,Assam,IN
24.5,93.25,Thanlon,Manipur,IN
24.5,92.25,Patharkandi,Assam,IN
24.5,93.75,Moirang,Manipur,IN
24.5,94.0,Kakching,Manipur,IN
24.75,71.5,Chitalwana Tehsil,Rajasthan,IN
24.5,94.25,Machi,Manipur,IN
24.75,71.0,Nagar Parkar,Sindh,PK
24.75,71.25,Sedwa Tehsil,Rajasthan,IN
24.75,72.0,Sanchore Tehsil,Rajasthan,IN
24.75,71.75,Sanchore Tehsil,Rajasthan,IN
24.75,72.25,Raniwara Tehsil,Rajasthan,IN
24.75,72.5,Reodar Tehsil,Rajasthan,IN
24.75,72.75,Sirohi Tehsil,Rajasthan,IN
24.75,73.0,Pindwara Tehsil,Rajasthan,IN
24.75,73.25,Kotra Tehsil,Rajasthan,IN
24.75,74.0,Mavli Tehsil,Rajasthan,IN
24.75,73.75,Nathdwara Tehsil,Rajasthan,IN
24.75,74.25,Kapasan Tehsil,Rajasthan,IN
24.75,74.5,Bhadesar Tehsil,Rajasthan,IN
24.75,73.5,Gogunda Tehsil,Rajasthan,IN
24.75,74.75,Chittaurgarh Tehsil,Rajasthan,IN
24.75,75.25,Rawatbhata Tehsil,Rajasthan,IN
24.75,75.0,Nimbahera Tehsil,Rajasthan,IN
24.75,75.5,Rawatbhata Tehsil,Rajasthan,IN
24.75,75.75,Bhanpura Tahsil,Madhya Pradesh,IN
24.75,76.0,Ramganj Mandi Tehsil,Rajasthan,IN
24.75,76.5,Atru Tehsil,Rajasthan,IN
24.75,76.75,Atru Tehsil,Rajasthan,IN
24.75,76.25,Khanpur Tehsil,Rajasthan,IN
24.75,77.25,Guna Tahsil,Madhya Pradesh,IN
24.75,77.5,Guna Tahsil,Madhya Pradesh,IN
24.75,77.0,Bamori Tahsil,Madhya Pradesh,IN
24.75,77.75,Isagarh Tahsil,Madhya Pradesh,IN
24.75,78.0,Chanderi Tahsil,Madhya Pradesh,IN
24.75,78.25,Lalitpur Tehsil,Uttar Pradesh,IN
24.75,78.5,Lalitpur,Uttar Pradesh,IN
24.75,79.0,Baldeogarh Tahsil,Madhya Pradesh,IN
24.75,78.75,Mahroni Tehsil,Uttar Pradesh,IN
24.75,79.25,Baldeogarh Tahsil,Madhya Pradesh,IN
24.75,79.5,Bijawar Tahsil,Madhya Pradesh,IN
24.75,79.75,Rajnagar Tahsil,Madhya Pradesh,IN
24.75,80.0,Rajnagar Tahsil,Madhya Pradesh,IN
24.75,80.25,Panna Tahsil,Madhya Pradesh,IN
24.75,80.5,Nagod Tahsil,Madhya Pradesh,IN
24.75,80.75,Raghurajnagar Tahsil,Madhya Pradesh,IN
24.75,81.0,Kotar Tahsil,Madhya Pradesh,IN
24.75,81.25,Semaria Tahsil,Madhya Pradesh,IN
24.75,81.5,Mangawan Tahsil,Madhya Pradesh,IN
24.75,82.25,Hanumana Tahsil,Madhya Pradesh,IN
24.75,81.75,Naigarhi Tahsil,Madhya Pradesh,IN
24.75,82.0,Hanumana Tahsil,Madhya Pradesh,IN
24.75,82.5,Lalganj,Uttar Pradesh,IN
24.75,82.75,Ghorawal,Uttar Pradesh,IN
24.75,83.0,Robertsganj,Uttar Pradesh,IN
24.75,83.75,Adhaura,Bihar,IN
24.75,83.25,Chakia,Uttar Pradesh,IN
24.75,83.5,Adhaura,Bihar,IN
24.75,84.0,Rohtas,Bihar,IN
24.75,84.25,Nabinagar,Bihar,IN
24.75,85.0,Gaya,Bihar,IN
24.75,86.5,Jhajha,Bihar,IN
24.75,84.5,Madanpur,Bihar,IN
24.75,85.5,Akbarpur,Bihar,IN
24.75,85.75,Satgawan,Jharkhand,IN
24.75,86.25,Sono,Bihar,IN
24.75,86.0,Tisri,Jharkhand,IN
24.75,86.75,Katoria,Bihar,IN
24.75,84.75,Guraru,Bihar,IN
24.75,85.25,Wazirganj,Bihar,IN
24.75,87.0,Bausi,Bihar,IN
24.75,87.25,Godda,Jharkhand,IN
24.75,87.75,Hiranpur,Jharkhand,IN
24.75,88.0,Kaliachak - III,West Bengal,IN
24.75,87.5,Litipara,Jharkhand,IN
24.75,92.25,Barlekha Upazila,Sylhet Division,BD
24.75,92.5,Nilambazar,Assam,IN
24.75,93.0,Lakhipur,Assam,IN
24.75,93.5,Nungba,Manipur,IN
24.75,93.25,Tamenglong West,Manipur,IN
24.75,92.75,Silchar,Assam,IN
24.75,93.75,Saitu-Gamphazol,Manipur,IN
24.75,94.0,Keirao Bitra,Manipur,IN
24.75,94.5,Kamjong,Manipur,IN
25.0,70.75,Chachro,Sindh,PK
25.0,71.25,Sedwa Tehsil,Rajasthan,IN
25.0,72.0,Bhinmal Tehsil,Rajasthan,IN
25.0,71.5,Chitalwana Tehsil,Rajasthan,IN
25.0,71.75,Chitalwana Tehsil,Rajasthan,IN
25.0,72.5,Jaswantpura Tehsil,Rajasthan,IN
25.0,72.25,Bhinmal Tehsil,Rajasthan,IN
24.75,94.25,Kasom Khullen,Manipur,IN
25.0,72.75,Sirohi Tehsil,Rajasthan,IN
25.0,71.0,Sedwa Tehsil,Rajasthan,IN
25.0,73.0,Sheoganj Tehsil,Rajasthan,IN
25.0,73.25,Bali Tehsil,Rajasthan,IN
25.0,73.5,Gogunda Tehsil,Rajasthan,IN
25.0,73.75,Nathdwara Tehsil,Rajasthan,IN
25.0,74.25,Railmagra Tehsil,Rajasthan,IN
25.0,74.0,Rajsamand Tehsil,Rajasthan,IN
25.0,75.0,Begun Tehsil,Rajasthan,IN
25.0,74.75,Chittaurgarh Tehsil,Rajasthan,IN
25.0,74.5,Gangrar Tehsil,Rajasthan,IN
25.0,75.5,Rawatbhata Tehsil,Rajasthan,IN
25.0,76.0,Ladpura Tehsil,Rajasthan,IN
25.0,75.25,Singoli Tehsil,Madhya Pradesh,IN
25.0,75.75,Ladpura Tehsil,Rajasthan,IN
25.0,76.5,Baran,Rajasthan,IN
25.0,76.25,Sangod Tehsil,Rajasthan,IN
25.0,76.75,Kishanganj Tehsil,Rajasthan,IN
25.0,77.25,Guna Tahsil,Madhya Pradesh,IN
25.0,77.75,Badarwas Tahsil,Madhya Pradesh,IN
25.0,77.5,Badarwas Tahsil,Madhya Pradesh,IN
25.0,78.0,Khaniyadhana Tahsil,Madhya Pradesh,IN
25.0,78.5,Talbehat,Uttar Pradesh,IN
25.0,79.0,Jatara Tahsil,Madhya Pradesh,IN
25.0,78.25,Khaniyadhana Tahsil,Madhya Pradesh,IN
25.0,78.75,Mohangarh Tahsil,Madhya Pradesh,IN
25.0,77.0,Bamori Tahsil,Madhya Pradesh,IN
25.0,79.25,Palera Tahsil,Madhya Pradesh,IN
25.0,79.5,Chhatarpur Tahsil,Madhya Pradesh,IN
25.0,79.75,Maharajpur Tahsil,Madhya Pradesh,IN
25.0,80.0,Chandla Tahsil,Madhya Pradesh,IN
25.0,80.25,Ajaigarh Tahsil,Madhya Pradesh,IN
25.0,80.5,Majhgawan Tahsil,Madhya Pradesh,IN
25.0,80.75,Majhgawan Tahsil,Madhya Pradesh,IN
25.0,81.0,Karwi,Uttar Pradesh,IN
25.0,81.25,Jawa Tahsil,Madhya Pradesh,IN
25.0,81.75,Teonthar Tahsil,Madhya Pradesh,IN
25.0,82.0,Koraon,Uttar Pradesh,IN
25.0,81.5,Jawa Tahsil,Madhya Pradesh,IN
25.0,82.5,Marihan,Uttar Pradesh,IN
25.0,82.25,Koraon,Uttar Pradesh,IN
25.0,83.0,Chunar,Uttar Pradesh,IN
25.0,82.75,Chunar,Uttar Pradesh,IN
25.0,83.75,Bhabua,Bihar,IN
25.0,83.5,Chainpur,Bihar,IN
25.0,83.25,Chakia,Uttar Pradesh,IN
25.0,84.0,Sasaram,Bihar,IN
25.0,84.25,Dehri,Bihar,IN
25.0,84.75,Konch,Bihar,IN
25.0,84.5,Daudnagar,Bihar,IN
25.0,85.25,Neem Chak Bathani,Bihar,IN
25.0,85.0,Belaganj,Bihar,IN
25.0,85.75,Ariari,Bihar,IN
25.0,85.5,Nardiganj,Bihar,IN
25.0,86.25,Barhat,Bihar,IN
25.0,86.0,Halsi,Bihar,IN
25.0,86.5,Kharagpur,Bihar,IN
25.0,86.75,Phulidumar,Bihar,IN
25.0,87.0,Rajaun,Bihar,IN
25.0,87.75,Rajmahal,Jharkhand,IN
25.0,87.5,Borio,Jharkhand,IN
25.0,92.25,Kanaighat Upazila,Sylhet Division,BD
25.0,87.25,Mahagama,Jharkhand,IN
25.0,88.0,Malda,West Bengal,IN
25.0,88.25,Habibpur,West Bengal,IN
25.0,93.0,Udarbond,Assam,IN
25.0,93.25,Mahur,Assam,IN
25.0,92.75,Silchar,Assam,IN
25.0,92.5,Katigora,Assam,IN
25.0,93.5,Tamenglong,Manipur,IN
25.0,93.75,Tamenglong North,Manipur,IN
25.0,94.0,Saikul,Manipur,IN
25.0,94.5,Kamjong,Manipur,IN
25.0,94.25,Ukhrul,Manipur,IN
25.25,71.25,Dhanaoo Tehsil,Rajasthan,IN
25.25,70.75,Chachro,Sindh,PK
25.25,71.5,Dhorimanna Tehsil,Rajasthan,IN
25.25,71.0,Dhanaoo Tehsil,Rajasthan,IN
25.25,71.75,Gudha Malani Tehsil,Rajasthan,IN
25.25,72.25,Sayla Tehsil,Rajasthan,IN
25.25,72.0,Bagora Tehsil,Rajasthan,IN
25.25,72.5,Jalor Tehsil,Rajasthan,IN
25.25,72.75,Jalor Tehsil,Rajasthan,IN
25.25,73.25,Bali Tehsil,Rajasthan,IN
25.25,73.0,Sumerpur Tehsil,Rajasthan,IN
25.25,73.75,Gadbor Tehsil,Rajasthan,IN
25.25,73.5,Desuri Tehsil,Rajasthan,IN
25.25,74.5,Bhilwara Tehsil,Rajasthan,IN
25.25,74.0,Amet Tehsil,Rajasthan,IN
25.25,74.25,Sahara Tehsil,Rajasthan,IN
25.25,74.75,Hameergarh Tehsil,Rajasthan,IN
25.25,75.0,Mandalgarh Tehsil,Rajasthan,IN
25.25,75.25,Mandalgarh Tehsil,Rajasthan,IN
25.25,75.5,Bundi Tehsil,Rajasthan,IN
25.25,75.75,Talera Tehsil,Rajasthan,IN
25.25,76.25,Digod Tehsil,Rajasthan,IN
25.25,76.0,Ladpura Tehsil,Rajasthan,IN
25.25,76.5,Mangrol Tehsil,Rajasthan,IN
25.25,76.75,Kishanganj Tehsil,Rajasthan,IN
25.25,77.25,Shahbad Tehsil,Rajasthan,IN
25.25,77.0,Shahbad Tehsil,Rajasthan,IN
25.25,77.75,Kolaras Tahsil,Madhya Pradesh,IN
25.25,78.0,Pichhore Tahsil,Madhya Pradesh,IN
25.25,78.75,Niwari Tahsil,Madhya Pradesh,IN
25.25,78.5,Jhansi,Uttar Pradesh,IN
25.25,78.25,Pichhore Tahsil,Madhya Pradesh,IN
25.25,79.0,Lidhaura Tahsil,Madhya Pradesh,IN
25.25,79.25,Mauranipur,Uttar Pradesh,IN
25.25,79.5,Kulpahar,Uttar Pradesh,IN
25.25,80.25,Gaurihar Tahsil,Madhya Pradesh,IN
25.25,80.5,Naraini,Uttar Pradesh,IN
25.25,79.75,Mahoba,Uttar Pradesh,IN
25.25,80.0,Gaurihar Tahsil,Madhya Pradesh,IN
25.25,80.75,Karwi,Uttar Pradesh,IN
25.25,81.25,Mau,Uttar Pradesh,IN
25.25,81.5,Mau,Uttar Pradesh,IN
25.25,81.0,Karwi,Uttar Pradesh,IN
25.25,82.0,Karchhana,Uttar Pradesh,IN
25.25,82.25,Gyanpur,Uttar Pradesh,IN
25.25,81.75,Bara,Uttar Pradesh,IN
25.25,82.75,Sadar,Uttar Pradesh,IN
25.25,82.5,Aurai,Uttar Pradesh,IN
25.25,83.75,Mohania,Bihar,IN
25.25,84.25,Suryapura,Bihar,IN
25.25,83.0,Varanasi,Uttar Pradesh,IN
25.25,83.5,Durgawati,Bihar,IN
25.25,84.0,Kochas,Bihar,IN
25.25,83.25,Mughal Sarai,Uttar Pradesh,IN
25.25,84.5,Tarari,Bihar,IN
25.25,84.75,Karpi,Bihar,IN
25.25,85.0,Jehanabad,Bihar,IN
25.25,85.5,Noorsarai,Bihar,IN
25.25,85.75,Barbigha,Bihar,IN
25.25,85.25,Ekangarsarai,Bihar,IN
25.25,86.0,Barahiya,Bihar,IN
25.25,86.25,Surajgarha,Bihar,IN
25.25,87.0,Bhagalpur,Bihar,IN
25.25,86.5,Dharhara,Bihar,IN
25.25,87.25,Kahalgaon,Bihar,IN
25.25,86.75,Sultanganj,Bihar,IN
25.25,77.5,Kolaras Tahsil,Madhya Pradesh,IN
25.25,87.5,Mandro,Jharkhand,IN
25.25,88.5,Tapan,West Bengal,IN
25.25,88.0,Ratua - I,West Bengal,IN
25.5,70.5,Dali,Sindh,PK
25.25,87.75,Sahibganj (block),Jharkhand,IN
25.25,88.75,Balurghat,West Bengal,IN
25.25,88.25,Gazole,West Bengal,IN
25.25,90.25,Gasuapara,Meghalaya,IN
25.5,71.5,Barmer Tehsil,Rajasthan,IN
25.25,91.0,Ranikor,Meghalaya,IN
25.25,90.5,Baghmara,Meghalaya,IN
25.25,90.75,Rongara,Meghalaya,IN
25.5,72.5,Siwana Tehsil,Rajasthan,IN
25.5,73.5,Rani Tehsil,Rajasthan,IN
25.25,91.5,Mawsynram,Meghalaya,IN
25.25,91.25,Ranikor,Meghalaya,IN
25.25,92.25,Khliehriat,Meghalaya,IN
25.5,74.5,Mandal Tehsil,Rajasthan,IN
25.25,92.0,Amlarem,Meghalaya,IN
25.25,91.75,Shella Bholaganj,Meghalaya,IN
25.25,92.5,Saipung,Meghalaya,IN
25.25,92.75,Saipung,Meghalaya,IN
25.25,93.25,Maibong,Assam,IN
25.25,93.5,Tamenglong West,Manipur,IN
25.25,93.0,Maibong,Assam,IN
25.25,93.75,Tamenglong North,Manipur,IN
25.25,94.0,Kangpoki,Manipur,IN
25.5,75.5,Hindoli Tehsil,Rajasthan,IN
25.25,94.25,Senapati,Manipur,IN
25.5,76.5,Pipalda Tehsil,Rajasthan,IN
25.25,94.5,Chingai,Manipur,IN
25.5,70.75,Chohtan Tehsil,Rajasthan,IN
